0	1	0
0	3	1
0	4	2
0	6	3
0	7	4
0	9	5
0	10	6
0	12	7
0	13	8
0	14	9
0	16	10
0	17	11
0	19	12
0	20	13
0	22	14
0	23	15
0	24	16
0	26	17
0	28	18
0	29	19
0	30	20
0	32	21
0	33	22
0	35	23
0	36	24
0	37	25
0	39	26
0	41	27
0	42	28
0	44	29
0	45	30
0	47	31
0	48	32
0	49	33
0	51	34
0	53	35
0	54	36
0	56	37
0	57	38
0	58	39
0	60	40
0	61	41
0	63	42
0	64	43
0	66	44
0	67	45
0	68	46
0	70	47
0	71	48
0	73	49
0	74	50
0	76	51
0	77	52
0	79	53
0	80	54
0	82	55
0	83	56
0	85	57
0	86	58
0	88	59
0	89	60
0	91	61
0	92	62
0	94	63
0	96	64
0	97	65
0	98	66
0	100	67
0	101	68
0	103	69
0	104	70
0	106	71
0	107	72
0	109	73
0	111	74
0	112	75
0	114	76
0	115	77
0	116	78
0	118	79
0	119	80
0	121	81
0	122	82
0	123	83
0	125	84
0	126	85
0	128	86
0	130	87
0	131	88
0	132	89
0	134	90
0	135	91
0	137	92
0	139	93
0	140	94
0	141	95
0	143	96
0	144	97
0	146	98
0	148	99
