0	16	0
0	18	1
0	19	2
0	21	3
0	22	4
0	24	5
0	25	6
0	26	7
0	28	8
0	30	9
0	44	10
0	45	11
0	47	12
0	48	13
0	50	14
0	51	15
0	53	16
0	54	17
0	56	18
0	57	19
0	58	20
0	72	21
0	73	22
0	75	23
0	76	24
0	78	25
0	79	26
0	80	27
0	82	28
0	83	29
0	85	30
0	102	31
0	104	32
0	105	33
0	107	34
0	108	35
0	109	36
0	111	37
0	112	38
0	114	39
0	115	40
0	117	41
0	131	42
0	132	43
0	133	44
0	134	45
0	136	46
0	137	47
0	139	48
0	140	49
0	142	50
0	159	51
0	160	52
0	162	53
0	163	54
0	165	55
0	166	56
0	168	57
0	169	58
0	170	59
0	187	60
0	189	61
0	190	62
0	191	63
0	193	64
0	195	65
0	196	66
0	197	67
0	199	68
0	200	69
0	202	70
0	219	71
0	220	72
0	222	73
0	223	74
0	224	75
0	226	76
0	227	77
0	229	78
0	230	79
0	232	80
0	233	81
0	234	82
0	248	83
0	249	84
0	251	85
0	252	86
0	253	87
0	255	88
0	256	89
0	257	90
0	259	91
0	260	92
0	262	93
0	279	94
0	281	95
0	282	96
0	284	97
0	285	98
0	287	99
1	1	0
1	2	1
1	4	2
1	6	3
1	7	4
1	8	5
1	10	6
1	11	7
1	13	8
1	14	9
1	32	10
1	33	11
1	34	12
1	36	13
1	37	14
1	39	15
1	40	16
1	42	17
1	58	18
1	60	19
1	61	20
1	63	21
1	64	22
1	66	23
1	67	24
1	69	25
1	86	26
1	88	27
1	89	28
1	91	29
1	92	30
1	93	31
1	95	32
1	96	33
1	98	34
1	99	35
1	101	36
1	102	37
1	119	38
1	121	39
1	122	40
1	124	41
1	125	42
1	127	43
1	128	44
1	130	45
1	143	46
1	144	47
1	146	48
1	147	49
1	149	50
1	151	51
1	152	52
1	153	53
1	155	54
1	156	55
1	157	56
1	171	57
1	173	58
1	174	59
1	175	60
1	177	61
1	178	62
1	180	63
1	181	64
1	183	65
1	184	66
1	186	67
1	203	68
1	204	69
1	206	70
1	207	71
1	209	72
1	210	73
1	212	74
1	213	75
1	215	76
1	216	77
1	218	78
1	235	79
1	237	80
1	238	81
1	239	82
1	241	83
1	242	84
1	244	85
1	245	86
1	262	87
1	264	88
1	266	89
1	267	90
1	268	91
1	270	92
1	271	93
1	273	94
1	274	95
1	276	96
1	277	97
1	287	98
1	289	99
