3	1	0
3	3	1
3	4	2
3	6	3
3	8	4
3	9	5
3	10	6
3	12	7
3	13	8
3	15	9
3	16	10
3	18	11
3	19	12
3	21	13
3	22	14
3	24	15
3	25	16
3	26	17
3	28	18
3	29	19
3	31	20
3	33	21
3	34	22
3	35	23
3	37	24
3	39	25
3	40	26
3	42	27
3	43	28
3	44	29
3	46	30
3	47	31
3	49	32
3	50	33
3	52	34
3	54	35
3	55	36
3	56	37
3	58	38
3	59	39
3	61	40
3	62	41
3	64	42
3	65	43
3	67	44
3	68	45
3	70	46
3	71	47
3	73	48
3	74	49
3	76	50
3	77	51
3	78	52
3	80	53
3	81	54
3	83	55
3	84	56
3	86	57
3	87	58
3	89	59
3	91	60
3	92	61
3	94	62
3	95	63
3	96	64
3	98	65
3	100	66
3	101	67
3	103	68
3	104	69
3	105	70
3	107	71
3	108	72
3	110	73
3	111	74
3	112	75
3	114	76
3	115	77
3	129	78
3	130	79
3	132	80
3	133	81
3	135	82
3	136	83
3	138	84
3	139	85
3	165	86
3	178	87
3	179	88
3	180	89
3	182	90
3	183	91
3	184	92
3	186	93
3	187	94
3	205	95
3	207	96
3	208	97
3	209	98
3	210	99
2	34	0
2	35	1
2	37	2
2	39	3
2	40	4
2	42	5
2	43	6
2	65	7
2	66	8
2	68	9
2	69	10
2	71	11
2	72	12
2	74	13
2	75	14
2	109	15
2	110	16
2	112	17
2	113	18
2	115	19
2	116	20
2	117	21
2	119	22
2	120	23
2	122	24
2	123	25
2	124	26
2	126	27
2	127	28
2	129	29
2	131	30
2	132	31
2	133	32
2	135	33
2	137	34
2	138	35
2	140	36
2	141	37
2	143	38
2	144	39
2	145	40
2	147	41
2	148	42
2	150	43
2	151	44
2	153	45
2	155	46
2	156	47
2	158	48
2	159	49
2	160	50
2	162	51
2	163	52
2	165	53
2	166	54
2	168	55
2	169	56
2	171	57
2	172	58
2	174	59
2	175	60
2	177	61
2	178	62
2	180	63
2	181	64
2	183	65
2	184	66
2	185	67
2	187	68
2	188	69
2	190	70
2	191	71
2	193	72
2	194	73
2	195	74
2	197	75
2	198	76
2	200	77
2	201	78
2	203	79
2	204	80
2	206	81
2	207	82
2	209	83
2	210	84
2	211	85
2	212	86
2	214	87
2	216	88
2	217	89
2	219	90
2	220	91
2	221	92
2	223	93
2	225	94
2	226	95
2	227	96
2	229	97
2	230	98
2	232	99
1	6	0
1	7	1
1	9	2
1	10	3
1	12	4
1	26	5
1	27	6
1	28	7
1	30	8
1	31	9
1	45	10
1	46	11
1	48	12
1	50	13
1	51	14
1	77	15
1	78	16
1	79	17
1	81	18
1	82	19
1	83	20
1	97	21
1	98	22
1	100	23
1	101	24
1	103	25
1	104	26
1	106	27
1	107	28
1	108	29
1	142	30
1	143	31
1	144	32
1	146	33
1	147	34
1	149	35
1	150	36
1	152	37
1	166	38
1	168	39
1	169	40
1	171	41
1	173	42
1	174	43
1	175	44
1	197	45
1	198	46
1	200	47
1	201	48
1	203	49
1	204	50
1	226	51
1	227	52
1	228	53
1	230	54
1	231	55
1	232	56
1	234	57
1	236	58
1	237	59
1	239	60
1	240	61
1	242	62
1	243	63
1	256	64
1	258	65
1	259	66
1	261	67
1	262	68
1	264	69
1	265	70
1	266	71
1	268	72
1	270	73
1	271	74
1	273	75
1	274	76
1	276	77
1	277	78
1	279	79
1	280	80
1	282	81
1	284	82
1	285	83
1	287	84
1	288	85
1	289	86
1	291	87
1	292	88
1	294	89
1	295	90
1	296	91
1	298	92
1	299	93
1	301	94
1	302	95
1	304	96
1	305	97
1	307	98
1	308	99
0	1	0
0	2	1
0	4	2
0	13	3
0	15	4
0	16	5
0	18	6
0	19	7
0	21	8
0	22	9
0	24	10
0	53	11
0	55	12
0	56	13
0	58	14
0	59	15
0	61	16
0	62	17
0	64	18
0	85	19
0	87	20
0	89	21
0	90	22
0	92	23
0	93	24
0	94	25
0	96	26
0	117	27
0	119	28
0	120	29
0	121	30
0	123	31
0	124	32
0	126	33
0	127	34
0	153	35
0	154	36
0	155	37
0	157	38
0	158	39
0	160	40
0	161	41
0	162	42
0	164	43
0	190	44
0	191	45
0	193	46
0	194	47
0	195	48
0	211	49
0	213	50
0	215	51
0	216	52
0	217	53
0	219	54
0	221	55
0	222	56
0	224	57
0	245	58
0	247	59
0	248	60
0	249	61
0	251	62
0	252	63
0	254	64
0	255	65
0	265	66
0	266	67
0	268	68
0	269	69
0	271	70
0	272	71
0	274	72
0	276	73
0	277	74
0	278	75
0	280	76
0	281	77
0	283	78
0	284	79
0	286	80
0	287	81
0	289	82
0	290	83
0	292	84
0	293	85
0	295	86
0	296	87
0	298	88
0	299	89
0	301	90
0	303	91
0	304	92
0	305	93
0	307	94
0	308	95
0	309	96
0	311	97
0	312	98
0	314	99
